Name,Manufacturer,Composition,INCI,Status,Expiration
"GemmoSlim, 265975",IMCD Benelux B.V.,"20.5% Natural (20,5% Organic) 40% Derived natural 39.5% Water","Ficus Carica Bud Extract, Alcohol, Glycerin, Aqua",certified,08/03/2026
"Jojoba Oil CP Org, 266578",IMCD Benelux B.V.,100% Natural (100% Organic),Simmondsia Chinensis Seed Oil,certified,08/03/2026
"Tocomix L50-IP Organic CO, 414460",IMCD Benelux B.V.,100% Natural (50% Organic),"Tocopherol, Helianthus Annuus Seed Oil",certified,08/03/2026
"Tocomix L70-IP Organic CO, 406422",IMCD Benelux B.V.,100% Natural (30% Organic),"Tocopherol, Helianthus Annuus Seed Oil",certified,08/03/2026
"Sunflower Oil refined Organic, 406600",IMCD Benelux B.V.,100% Natural (100% Organic),Helianthus Annuus Seed Oil,certified,08/03/2026
"Shea Butter refined Organic, 266613",IMCD Benelux B.V.,100% Natural (100% Organic),Butyrospermum Parkii Butter,certified,08/03/2026
AnaGain™ pwd,Mibelle AG Biochemistry,1% Natural (1% Organic) 93% Derived natural 6% Water,"Pisum Sativum (Pea) Sprout Extract, Isomalt, Water",certified,30/11/2026
AnaGain™ pf,Mibelle AG Biochemistry,15.5% Natural (0.5% Organic) 84.5% Water,"Pisum Sativum (Pea) Sprout Extract, Alcohol, Water",certified,30/11/2026
AquaCacteen™ nc,Mibelle AG Biochemistry,2.5% Natural (2.5% Organic) 50% Derived natural (49% Organic) 47.5% Water,"Opuntia Ficus-Indica Stem Extract, Glycerin, Water",certified,30/11/2026
Aloe Natur C01-005,"Alvefresh Factory, S.L.U.",99.85% Natural (100% Organic) 0.15% Nature-identical,"Aloe Vera Leaf Juice Gel, Citric Acid, Potassium Sorbate, Sodium Benzoate",certified,08/06/2026
"BioPremium 96%, 7kg Dermosoft 700 B",BrüggemannAlcohol Heilbronn GmbH,"86,9870% Natural (100% Organic) 6,181% Derived natural 6,832% Water","Alcohol, Aqua, Levulinic Acid, Glycerin, Sodium Levulinate",certified,15/06/2026
"BioPremium 96%, 5,2kg Triethylcitrat",BrüggemannAlcohol Heilbronn GmbH,"88,8829% Natural (100% Organic) 5,2528% Derived natural 5,8643% Water","Alcohol, Aqua, Triethylcitrate",certified,15/06/2026
"BioPremium 96%, 0,5kg Lavandinöl KBA",BrüggemannAlcohol Heilbronn GmbH,"94,4532% Natural (100% Organic) 5,5468% Water","Alcohol, Aqua, Lavandula Hybrida Grosso Herb Oil, Coumarin, Geraniol, Linalool, Limonene",certified,15/06/2026
"BioPremium 96%, 0,35kg Lavendelöl KBA",BrüggemannAlcohol Heilbronn GmbH,"99,5838% Natural (100% Organic) 0,4162% Water","Alcohol, Lavandula Angustifolia Oil, Aqua, Coumarin, Geraniol, Linalool, Limonene",certified,15/06/2026
"BioPremium 96%, undenatured, kosher",BrüggemannAlcohol Heilbronn GmbH,"94,4200% Natural (100% Organic) 5,5800% Water","Alcohol, Aqua",certified,15/06/2026
F15-BIO Biologischer Ethanol denaturiert mit 0.2% Bergamottoel BIO,Alcosuisse AG,94.2% Natural (100% Organic) 5.8% Water,"Alcohol, Water, Citrus Aurantium Bergamia Fruit Oil",certified,13/07/2026
F15-BIO Biologischer Ethanol denaturiert mit 0.15% Rosmarinol Ph-Eur.,Alcosuisse AG,94.15% Natural (100% Organic) 5.85% Water,"Alcohol, Water, Rosmarinus Officinalis Leaf Oil",certified,13/07/2026
Densorphin™,Mibelle AG Biochemistry,1.1% Natural 92.9% Derived natural 6% Water,"Vitex Agnus-Castus Fruit Extract, Maltodextrin, Water",approved,28/11/2026
Botanical Agave A kbA 0486343,Bell Flavors & Fragrances GmbH,52% Natural (1% Organic) 48% Water,"Aqua, Alcohol, AGAVE TEQUILANA LEAF EXTRACT",certified,20/07/2026
Botanical Augentrost kbA 0486593,Bell Flavors & Fragrances GmbH,26% Natural (1% Organic) 25% Derived natural 49% Water,"Glycerin, Aqua, Alcohol, Euphrasia Officinalis Extract",certified,20/07/2026
Botanical Grüner Tee kbA 0488185,Bell Flavors & Fragrances GmbH,11% Natural (1% Organic) 50% Derived natural 39% Water,"Glycerin, Aqua, Alcohol, Camellia Sinensis Leaf Extract",certified,20/07/2026
Botanical Hagebutte w.s. kbA 0488159,Bell Flavors & Fragrances GmbH,11% Natural (1% Organic) 50% Derived natural 39% Water,"Glycerin, Aqua, Alcohol, Rosa Canina Fruit Extract",certified,20/07/2026
Botanical Hibiskus A kbA / FT 2340248,Bell Flavors & Fragrances GmbH,50% Natural (3% Organic) 50% Water,"Aqua, Alcohol, Hibiscus Sabdariffa Flower Extract",certified,20/07/2026
Botanical Lupine A kbA 2340049,Bell Flavors & Fragrances GmbH,26% Natural (1% Organic) 74% Water,"Aqua, Alcohol, LUPINUS ALBUS SEED EXTRACT",certified,20/07/2026
Botanical Olive kbA 0485721,Bell Flavors & Fragrances GmbH,50.5% Natural (0.5% Organic) 49.5% Water,"Aqua, Alcohol, Olea Europaea Fruit Extract",certified,20/07/2026
Botanical Salbei kbA 0486155,Bell Flavors & Fragrances GmbH,11% Natural (1% Organic) 25% Derived natural 64% Water,"Glycerin, Aqua, Alcohol, Salvia Officinalis Leaf Extract",certified,20/07/2026
Malvenblätter-Auszug A kbA 0488418,Bell Flavors & Fragrances GmbH,50% Natural (1% Organic) 50% Water,"Aqua, Alcohol, MALVA SYLVESTRIS LEAF EXTRACT",certified,20/07/2026
Schachtelhalm-Auszug kbA 0486331,Bell Flavors & Fragrances GmbH,51% Natural (0.5% Organic) 49% Water,"Aqua, Alcohol, Equisetum Arvense Leaf Extract",certified,20/07/2026
"Wollwachs, ökologische Tierhaltung (Lanolin, organic sheep farming)",naturamus GmbH,100% Natural (100% Organic),Lanolin,certified,04/08/2026
Botanical 7-Kräuter A kbA 2310040,Bell Flavors & Fragrances GmbH,"28,5% Natural (3,5% Organic) 71,5% Water","Aqua, Alcohol, Chamomilla Recutita Flower Extract, Eucalyptus Globulus Leaf Extract, Lavandula Angustifolia Flower Extract, Melissa Officinalis Leaf Extract, Rosmarinus Officinalis Leaf Extract, Salvia Officinalis Leaf Extract, THYMUS VULGARIS LEAF EXTRACT",certified,08/08/2026
Botanical Ginkgo A kbA 0486194,Bell Flavors & Fragrances GmbH,26% Natural (1% Organic) 74% Water,"Aqua, Alcohol, Ginkgo Biloba Leaf Extract",certified,08/08/2026
Botanical Melisse A kbA 0486931,Bell Flavors & Fragrances GmbH,"25,5% Natural (0,5% Organic) 74,5% Water","Aqua, Alcohol, Melissa Officinalis Leaf Extract",certified,08/08/2026
Botanical Orangenschale A kbA 0486573,Bell Flavors & Fragrances GmbH,"25,5% Natural (0,5% Organic) 74,5% Water","Aqua, Alcohol, CITRUS AURANTIUM DULCIS PEEL EXTRACT",certified,08/08/2026
Botanical Zedernholz o.s. kbA 2330020,Bell Flavors & Fragrances GmbH,"100% Natural (99,5% Organic)","Helianthus Annuus Seed Oil, Cedrus Atlantica Bark Extract, Tocopherol",certified,08/08/2026
Ringelblumenauszug A kbA 0487080,Bell Flavors & Fragrances GmbH,26% Natural (1% Organic) 74% Water,"Aqua, Alcohol, Calendula Officinalis Flower Extract",certified,08/08/2026
Ringelblume o.s. kbA 0485449,Bell Flavors & Fragrances GmbH,"100% Natural (99,9% Organic)","Helianthus Annuus Seed Oil, Calendula Officinalis Flower Extract, Tocopherol",certified,06/10/2026
Mandel-Milch A kbA 0485311,Bell Flavors & Fragrances GmbH,26% Natural (1% Organic) 74% Water,"Aqua, Alcohol, Prunus Amygdalus Dulcis Fruit Extract",certified,06/10/2026
Botanical Hamamelis A kbA 0486612,Bell Flavors & Fragrances GmbH,26% Natural (1% Organic) 74% Water,"Aqua, Alcohol, Hamamelis Virginia Leaf Extract",certified,06/10/2026
Birkenblatt-Infusion o.s. kbA 0486970,Bell Flavors & Fragrances GmbH,100% Natural (1% Organic),"Prunus Armeniaca Kernel Oil, Tocopherol, BETULA ALBA LEAF EXTRACT",certified,30/09/2026
Botanical Salbei Gly/S kbA 0487086,Bell Flavors & Fragrances GmbH,1% Natural (1% Organic) 51% Derived natural 1% Nature-identical 47% Water,"Glycerin, Water, Ascorbic Acid, Salvia Officinalis Leaf Extract, Sodium Benzoate",certified,06/10/2026
Botanical Limette A kbA 2340002,Bell Flavors & Fragrances GmbH,"51,5% Natural (0,5% Organic) 48,5% Water","Aqua, Alcohol, CITRUS AURANTIFOLIA PEEL EXTRACT",certified,19/10/2026
Alpine Rose Active,Mibelle AG Biochemistry,2% Natural (2% Organic) 55% Derived natural (53.9% Organic) 43% Water,"Rhododendron Ferrugineum Extract, Glycerin, Aqua",certified,20/01/2027
CBD Relaxiol,Mibelle AG Biochemistry,100% Natural (99% Organic),"Cannabis Sativa Seed Oil, Cannabis Sativa Leaf Extract",certified,12/11/2026
CBD Relaxiol Plus,Mibelle AG Biochemistry,100% Natural (90% Organic),"Cannabis Sativa Seed Oil, Cannabis Sativa Leaf Extract",certified,28/06/2027
WORESANA®ama-C,woresan GmbH,100% Natural (100% Organic),Lactobacillus/Amaranthus Caudatus Seed Flour Ferment Filtrate,certified,10/11/2026
WORESANA®ama-C K712,woresan GmbH,99.5% Natural (100% Organic) 0.225% Nature-identical 0.275% Water,"Lactobacillus/Amaranthus Caudatus Seed Flour Ferment Filtrate, Aqua, Sodium Benzoate, Potassium Sorbate",certified,10/11/2026
WORESANA®ama-F,woresan GmbH,100% Natural (100% Organic),Lactobacillus/Amaranthus Caudatus Seed Flour Ferment Filtrate,certified,10/11/2026
WORESANA®ama-F K712,woresan GmbH,99.5% Natural (100% Organic) 0.225% Nature-identical 0.275% Water,"Lactobacillus/Amaranthus Caudatus Seed Flour Ferment Filtrate, Aqua, Sodium Benzoate, Potassium Sorbate",certified,10/11/2026
CutiGuard CLR,CLR Chemisches Laboratorium Dr. Kurt Richter GmbH,78.2% Natural 14.5% Derived natural 7.3% Water,"Betaine, Sucrose, Hydrolyzed Rhodophyceae Extract, Aqua, Potassium Lactate, Lactic Acid",certified,10/11/2026
PhytoDefense CLR,CLR Chemisches Laboratorium Dr. Kurt Richter GmbH,98% Natural (97.75% Organic) 2% Derived natural,"Glycine Soja Oil, Dicaprylyl Ether, Lauryl Alcohol, Helianthus Annuus Seed Oil, Magnolia Grandiflora Bark Extract, Rosmarinus Officinalis Leaf Extract",certified,10/11/2026
ProBarrier CLR,CLR Chemisches Laboratorium Dr. Kurt Richter GmbH,17.5% Natural 31.7% Derived natural 50.8% Water,"Aqua, Caprylic/Capric Triglyceride, Copernicia Cerifera Wax, Decyl Glucoside, Pentylene Glycol",certified,10/11/2026
OLIO DI OLIVA,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,100% Natural (100% Organic),Olea Europaea Fruit Extract,certified,05/11/2026
OLIO DI GERME DI GRANO,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,100% Natural (100% Organic),Triticum Vulgare Germ Oil,certified,05/11/2026
ALOE VERA GEL,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,99.3% Natural (100% Organic) 0.6% Derived natural 0.1% Nature-identical,"Aloe Barbadensis Leaf Extract, Algin, Citric Acid, Sodium Dehydroacetate",certified,05/11/2026
ESTRATTO DI ARANCIO,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,100% Natural (100% Organic),Citrus Aurantium Dulcis Peel Extract; Olea Europaea Fruit Extract,certified,05/11/2026
ESTRATTO DI LAVANDA,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,100% Natural (100% Organic),Lavandula Angustifolia Flower; Olea Europaea Fruit Extract,certified,05/11/2026
ESTRATTO DI LIMONE,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,100% Natural (100% Organic),Citrus Medica Limonum Peel; Olea Europaea Fruit Extract,certified,05/11/2026
ESTRATTO DI MIRTO,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,100% Natural (100% Organic),Mirtus Communis Leaf Extract; Olea Europaea Fruit Extract,certified,05/11/2026
ESTRATTO DI SALVIA,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,100% Natural (100% Organic),Salvia Officinalis Leaf Extract; Olea Europaea Fruit Extract,certified,05/11/2026
ESTRATTO DI ROSMARINO,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,100% Natural (100% Organic),Rosmarinus Officinalis Leaf Extract; Olea Europaea Fruit Extract,certified,05/11/2026
ESTRATTO DI TABACCO,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,100% Natural (100% Organic),Nicotiana Tabacum Leaf Extract; Olea Europaea Fruit Extract,certified,05/11/2026
ESTRATTO DI POSIDONIA,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,100% Natural (100% Organic),"Posidonia Extract, Olea Europea Fruit Extract",certified,05/11/2026
ESTRATTO DI FOGLIE D'OLIVO,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,100% Natural (100% Organic),Olea Europaea Leaf Powder,certified,05/11/2026
Botanical Lupine A kbA 2340049,Bell Flavors & Fragrances GmbH,99.3% Natural (100% Organic) 0.6% Derived natural 0.1% Nature-identical,"Aloe Barbadensis Leaf Extract, Glycerin, Algin, Citric Acid, Benzyl Alcohol, Salicylic Acid, Sorbic Acid",certified,05/11/2026
PURE GEL ALOE VERA,NATURALIS AZIENDA AGRICOLA DI COLUCCIA MARINELLA,97.9% Natural (99.28% Organic) 1.18% Derived natural 0.92% Nature-identical,"Aloe Barbadensis Leaf Extract, Glycerin, Xanthan Gum, Algin, Citric Acid, Benzyl Alcohol, Benzoic Acid, Sorbic Acid, Sodium Benzoate, Potassium Sorbate",certified,05/11/2026
A-Leen 5,Minasolve S.A.S.,100% Derived natural,Pentylene Glycol,approved,13/03/2026
A-Leen Aroma-3,Minasolve S.A.S.,100% Derived natural,Phenylpropanol,approved,13/03/2026
FruitDerivedWater Apple,Döhler GmbH,,Malus Domestica Fruit Water,approved,18/07/2025
A-Leen 8,Minasolve S.A.S.,100% Derived natural,Caprylyl Glycol,approved,06/04/2026
E-Leen 8,Minasolve S.A.S.,90% Derived natural 10% Water,"Caprylyl Glycol, Glycerin, Aqua",approved,06/04/2026
Arganyl PW LS 9830,BASF Beauty Care Solutions,70% Natural 30% Derived natural,"Argania Spinosa Leaf Extract, Maltodextrin",approved,09/04/2026
Cegesoft HF 52,BASF Personal Care and Nutrition GmbH,100% Derived natural,Hydrogenated Vegetable Oil,approved,22/04/2026
Cegesoft HF 62,BASF Personal Care and Nutrition GmbH,100% Derived natural,Hydrogenated Vegetable Oil,approved,22/04/2026
Cegesoft PFO,BASF Personal Care and Nutrition GmbH,100% Natural,Passiflora Incarnata Seed Oil,approved,22/04/2026
Cegesoft PS 6,BASF Personal Care and Nutrition GmbH,0.05% Natural 99.95% Derived natural,"Olus Oil, Tocopherol",approved,23/04/2026
Cegesoft SH,BASF Personal Care and Nutrition GmbH,100% Natural,Shorea Stenoptera Seed Butter,approved,22/04/2026
Cegesoft VP,BASF Personal Care and Nutrition GmbH,1% Natural 99% Derived natural,"Olus Oil, Hydrogenated Vegetable Oil, Candelilla Cera",approved,09/04/2026
Cetiol C5,BASF Personal Care and Nutrition GmbH,0.05% Natural 99.95% Derived natural,"Coco-Caprylate, Tocopherol",approved,09/04/2026
Cetiol LC,BASF Personal Care and Nutrition GmbH,100% Derived natural,Coco-Caprylate/Caprate,approved,09/04/2026
Cetiol LDO,BASF Personal Care and Nutrition GmbH,0.01% Natural 99.99% Derived natural,"Dicaprylyl Ether, Lauryl Alcohol, Tocopherol",approved,09/04/2026
Cetiol MM,BASF Personal Care and Nutrition GmbH,100% Derived natural,Myristyl Myristate,approved,09/04/2026
Cetiol OE,BASF Personal Care and Nutrition GmbH,0.03% Natural 99.97% Derived natural,"Dicaprylyl Ether, Tocopherol, Helianthus Annuus Seed Oil",approved,09/04/2026
Cetiol RLF,BASF Personal Care and Nutrition GmbH,0.05% Natural 99.96% Derived natural,"Caprylyl Caprylate/Caprate, Tocopherol, Helianthus Annuus Seed Oil",approved,27/04/2026
Cetiol SB 45,BASF Personal Care and Nutrition GmbH,100% Derived natural,Butyrospermum Parkii Butter,approved,09/04/2026
Cetiol Ultimate,BASF Personal Care and Nutrition GmbH,0.03% Natural 99.97% Derived natural,"Undecane, Tridecane, Tocopherol, Helianthus Annuus Seed Oil",approved,09/04/2026
Cetiol V,BASF Personal Care and Nutrition GmbH,0.03% Natural 99.97% Derived natural,"Decyl Oleate, Tocopherol, Hydrogenated Palm Glycerides Citrate",approved,09/04/2026
Cutina BD,BASF Personal Care and Nutrition GmbH,100% Derived natural,Hydrogenated Coco-Glycerides,approved,09/04/2026
Cutina CP,BASF Personal Care and Nutrition GmbH,100% Derived natural,Cetyl Palmitate,approved,09/04/2026
Cutina FS 45,BASF Personal Care and Nutrition GmbH,100% Derived natural,"Palmitic Acid, Stearic Acid",approved,09/04/2026
Cutina GMS V,BASF Personal Care and Nutrition GmbH,100% Derived natural,Glyceryl Stearate,approved,09/04/2026
Cutina GMS SE,BASF Personal Care and Nutrition GmbH,100% Derived natural,Glyceryl Stearate SE,approved,09/04/2026
Cutina HVG,BASF Personal Care and Nutrition GmbH,100% Derived natural,Hydrogenated Vegetable Glycerides,approved,09/04/2026
Cutina KD 16,BASF Personal Care and Nutrition GmbH,100% Derived natural,Glyceryl Stearate SE,approved,09/04/2026
Cutina MD,BASF Personal Care and Nutrition GmbH,100% Derived natural,Glyceryl Stearate,approved,09/04/2026
Dehymuls PGPH,BASF Personal Care and Nutrition GmbH,100% Derived natural,Polyglyceryl-2 Dipolyhydroxystearate,approved,09/04/2026
DN Age PW PSE LS 9827,BASF Beauty Care Solutions,50% Natural 50% Derived natural,"Cassia Alata Leaf Extract, Maltodextrin",approved,09/04/2026
Emulgade PL 68/50,BASF Personal Care and Nutrition GmbH,100% Derived natural,"Cetearyl Alcohol, Cetearyl Glucoside",approved,09/04/2026
Eumulgin SG,BASF Personal Care and Nutrition GmbH,98% Derived natural 2% Water,"Sodium Stearoyl Glutamate, Sodium Chloride",approved,09/04/2026
Eumulgin VL 75,BASF Personal Care and Nutrition GmbH,75% Derived natural 25% Water,"Aqua, Glycerin, Lauryl Glucoside, Polyglyceryl-2 Dipolyhydroxystearate",approved,09/04/2026
Eutanol G,BASF Personal Care and Nutrition GmbH,100% Derived natural,Octyldodecanol,approved,09/04/2026
Gluadin Almond Benz,BASF Personal Care and Nutrition GmbH,23% Derived natural 0.8% Nature-identical 76.2% Water,"Aqua, Hydrolyzed Sweet Almond Protein, Sodium Benzoate",approved,09/04/2026
Gluadin® Kera-P LM,BASF Personal Care and Nutrition GmbH,20% Derived natural 0.35% Nature-identical 79.65% Water,"Aqua, Hydrolyzed Vegetable Protein, Sodium Benzoate",approved,09/04/2026
Gluadin R Benz,BASF Personal Care and Nutrition GmbH,30% Derived natural 0.8% Nature-identical 69.2% Water,"Aqua, Hydrolyzed Rice Protein, Sodium Benzoate",approved,09/04/2026
Gluadin WLM Benz,BASF Personal Care and Nutrition GmbH,20% Derived natural 1.1% Nature-identical 78.9% Water,"Aqua, Hydrolyzed Wheat Protein, Sodium Benzoate",approved,09/04/2026
Gluadin WP,BASF Personal Care and Nutrition GmbH,100% Derived natural,Hydrolyzed Wheat Protein,approved,09/04/2026
Lameform TGI,BASF Personal Care and Nutrition GmbH,100% Derived natural,Polyglyceryl-3 Diisostearate,approved,09/04/2026
Lamesoft PO 65,BASF Personal Care and Nutrition GmbH,1.02% Natural 66.98% Derived natural 32% Water,"Coco-Glucoside, Glyceryl Oleate, Aqua, Citric Acid, Tocopherol, Hydrogenated Palm Glycerides Citrate",approved,09/04/2026
Lanette 14,BASF Personal Care and Nutrition GmbH,100% Derived natural,Myristyl Alcohol,approved,09/04/2026
Lanette 16,BASF Personal Care and Nutrition GmbH,100% Derived natural,Cetyl Alcohol,approved,09/04/2026
Lanette 18,BASF Personal Care and Nutrition GmbH,100% Derived natural,Stearyl Alcohol,approved,09/04/2026
Lanette 22,BASF Personal Care and Nutrition GmbH,100% Derived natural,Behenyl Alcohol,approved,09/04/2026
Lanette E,BASF Personal Care and Nutrition GmbH,100% Derived natural,Sodium Cetearyl Sulfate,approved,23/04/2026
Lanette E Granules,BASF Personal Care and Nutrition GmbH,100% Derived natural,Sodium Cetearyl Sulfate,approved,23/04/2026
Lanette N,BASF Personal Care and Nutrition GmbH,0.04% Natural 99.88% Derived natural 0.08% Nature-identical,"Cetearyl Alcohol, Sodium Cetearyl Sulfate, Disodium Phosphate, Potassium Phosphate",approved,09/04/2026
Lanette O,BASF Personal Care and Nutrition GmbH,100% Derived natural,Cetearyl Alcohol,approved,09/04/2026
Lanette SX,BASF Personal Care and Nutrition GmbH,0.12% Natural 99.88% Derived natural,"Cetearyl Alcohol, Sodium Cetearyl Sulfate, Sodium Lauryl Sulfate, Disodium Phosphate, Dipotassium Phosphate",approved,24/04/2026
Monomuls 60-35 C,BASF Personal Care and Nutrition GmbH,100% Derived natural,Hydrogenated Palm Glycerides,approved,09/04/2026
Monomuls 90-L 12,BASF Personal Care and Nutrition GmbH,100% Derived natural,Glyceryl Laurate,approved,24/04/2026
Monomuls 90-O 18,BASF Personal Care and Nutrition GmbH,0.05% Natural 99.95% Derived natural,"Glyceryl Oleate, Tocopherol, Ascorbyl Palmitate, Lecithin, Hydrogenated Palm Glycerides Citrate",approved,09/04/2026
Myoxinol LS 9736,BASF Beauty Care Solutions,100% Derived natural,"Dextrin, Hydrolyzed Hibiscus Esculentus Extract",approved,09/04/2026
Myritol 312,BASF Personal Care and Nutrition GmbH,100% Derived natural,Caprylic/Capric Triglyceride,approved,09/04/2026
Myritol 318,BASF Personal Care and Nutrition GmbH,100% Derived natural,Caprylic/Capric Triglyceride,approved,09/04/2026
Myritol 331,BASF Personal Care and Nutrition GmbH,100% Derived natural,Cocoglycerides,approved,09/04/2026
Nephoria BC10044,BASF Beauty Care Solutions,10% Natural 90% Derived natural,"Nephelium Lappaceum Leaf Extract, Maltodextrin",approved,09/04/2026
Phytosoothe LS 9766,BASF Beauty Care Solutions,50% Natural 50% Derived natural,"Brassica Campestris Sterols, Cetearyl Alcohol",approved,09/04/2026
Plantacare 1200 UP,BASF Personal Care and Nutrition GmbH,55% Derived natural 45% Water,"Lauryl Glucoside, Aqua",approved,09/04/2026
Plantacare 2000 UP,BASF Personal Care and Nutrition GmbH,55% Derived natural 45% Water,"Decyl Glucoside, Aqua",approved,09/04/2026
Plantacare 810 UP,BASF Personal Care and Nutrition GmbH,63% Derived natural 37% Water,"Caprylyl/Capryl Glucoside, Aqua",approved,09/04/2026
Plantacare 818 UP,BASF Personal Care and Nutrition GmbH,55% Derived natural 45% Water,"Coco-Glucoside, Aqua",approved,09/04/2026
Plantaquat NC,BASF Personal Care and Nutrition GmbH,28% Natural 72% Derived natural,"Cetearyl Alcohol, Lecithin, Sodium Cetearyl Sulfate, Olus Oil",approved,09/04/2026
