Name,Manufacturer,Composition,INCI,Status,Expiration
RonaCare® Balmance,Merck Electronics KGaA,20% Natural 80% Derived natural,"Maltodextrin, Centaurea Cyanus Flower Extract",approved,28/11/2026
VIVAPUR CS 400 C 5,J.Rettenmaier & Söhne GmbH + Co.KG,100% Derived natural,"Microcrystalline Cellulose, Cellulose",approved,28/11/2026
Coco Pea.Soft RSPO MB,Sinerga Spa,30% Derived natural 70% Water,"Sodium cocoyl hydrolyzed pea protein, aqua",approved,05/07/2026
IBR-Pristinizer 1601,Lucas Meyer Cosmetics Israel Ltd,1% Natural 39% Derived natural 60% Water,"Aqua, Glycerin, Asteriscus Graveolens Flower/Fruit/Leaf/Stem Extract",approved,02/12/2026
IBR-Snowflake All Natural 1003,Lucas Meyer Cosmetics Israel Ltd,1% Natural 39% Derived natural 60% Water,"Aqua, Glycerin, Leucojum Aestivum Bulb Extract",approved,02/12/2026
SYNOVEA® EL,SYTHEON France,100% Derived natural,Ethyl Linoleate,approved,02/12/2026
Plantapon SFA,BASF Personal Care and Nutrition GmbH,1.5% Natural 48% Derived natural 0.5% Nature-identical 50% Water,"Aqua, Lauryl Glucoside, Disodium 2-Sulfolaurate, Citric Acid, Sodium Benzoate",approved,08/12/2026
Texapon SFA,BASF Personal Care and Nutrition GmbH,1% Natural 48.75% Derived natural 0.25% Nature-identical 50% Water,"Aqua, Disodium 2-Sulfolaurate, Citric Acid, Sodium Benzoate",approved,08/12/2026
Texapon SFA UP Powder,BASF Personal Care and Nutrition GmbH,1% Natural 50% Derived natural 49% Water,"Disodium 2-Sulfolaurate, Aqua, Citric Acid",approved,08/12/2026
FLOWER HARMONY 448997,Luzi AG,100% Natural,Parfum,approved,07/12/2026
MASLIN 338657-B,Luzi AG,100% Natural,Parfum,approved,07/12/2026
NATURAL BODY 338689-B,Luzi AG,100% Natural,Parfum,approved,07/12/2026
NATURAL LOOK 338688,Luzi AG,100% Natural,Parfum,approved,07/12/2026
TRUE APPLE 442156,Luzi AG,47% Natural 53% Derived natural,Parfum,approved,07/12/2026
SWISS MOUNTAIN 448964,Luzi AG,100% Natural,Parfum,approved,07/12/2026
SWEET MANDARINE 442107,Luzi AG,73% Natural 27% Derived natural,Parfum,approved,07/12/2026
VITALIZING 444966,Luzi AG,100% Natural,Parfum,approved,07/12/2026
NATURAL SPORT 447066,Luzi AG,100% Natural,Parfum,approved,07/12/2026
NATURAL WORLD 448985,Luzi AG,100% Natural,Parfum,approved,09/12/2026
Azelaic Acid,CORUM INC.,100% Derived natural,Azelaic Acid,approved,09/12/2026
GATULINE IN-TENSE MB,Gattefossé SAS,3% Natural 97% Derived natural,"Caprylic/Capric Triglyceride, Acmella Oleracea Extract",approved,14/12/2026
114083 Emulsiphos® F,Symrise AG,100% Derived natural,"Potassium Cetyl Phosphate, Hydrogenated Palm Glycerides",approved,14/12/2026
KALIBIOME AGE,Kalichem srl,10% Natural 90% Derived natural,"LACTOBACILLUS FERMENT, MANNITOL, MALTODEXTRIN",approved,13/12/2026
KERASHAFT V,Kalichem srl,19.5% Derived natural 0.5% Nature-identical 80% Water,"HYDROLYZED VEGETABLE PROTEIN, AQUA, SODIUM BENZOATE",approved,13/12/2026
OLIVOIL FRUTTOSIDE BA,Kalichem srl,5% Natural 20.2% Derived natural 0.8% Nature-identical 74% Water,"Sodium Cocoyl/Olivoyl Hydrolyzed Oat Protein, Fructosyl Cocoate/Olivate, FRUCTOSE, AQUA, BENZYL ALCOHOL , POTASSIUM SORBATE, SODIUM BENZOATE",approved,13/12/2026
OLIVOIL FRUTTOSIDE BAS,Kalichem srl,5% Natural 19% Derived natural 2% Nature-identical 74% Water,"Sodium Cocoyl/Olivoyl Hydrolyzed Oat Protein, Fructosyl Cocoate/Olivate, FRUCTOSE, AQUA, BENZYL ALCOHOL , SALICYLIC ACID",approved,13/12/2026
OLIVOIL FRUTTOSIDE WP GW,Kalichem srl,5.5% Natural 37% Derived natural 57.5% Water,"Sodium Cocoyl/Olivoyl Hydrolyzed Oat Protein, Fructosyl Cocoate/Olivate, FRUCTOSE, AQUA, GLYCERIN",approved,13/12/2026
OLIVOIL GLUTAMATE BWP,Kalichem srl,27% Derived natural 73% Water,"SODIUM OLIVOYL GLUTAMATE, DISODIUM COCOYL GLUTAMATE, AQUA, SODIUM CHLORIDE",approved,13/12/2026
OLIVOIL GLUTAMATE FOKSNaB,Kalichem srl,27% Derived natural 0.8% Nature-identical 72.2% Water,"SODIUM OLIVOYL GLUTAMATE, DISODIUM COCOYL GLUTAMATE, AQUA, SODIUM CHLORIDE, BENZYL ALCOHOL , POTASSIUM SORBATE, SODIUM BENZOATE",approved,13/12/2026
Perlastan SCG 38 DK,Schill + Seilacher GmbH,38% Derived natural 62% Water,"Aqua, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate",approved,16/12/2026
Perlastan SL MB,Schill + Seilacher GmbH,25% Derived natural 75% Water,"Aqua, Sodium Lauroyl Glutamate",approved,16/12/2026
SLVR'Coffee™,Mibelle AG Biochemistry,100% Natural (99% Organic),Coffea Arabica (Coffee) Seed Extract / Coffea Arabica Seed Extract (and) Butyrospermum Parkii (Shea) Butter (and) Tocopherol,certified,16/12/2026
Bakuchiol natural 7346,Selco Wirkstoffe Vertriebs GmbH,100% Natural,Bakuchiol,approved,19/12/2026
CITHROL PG32IS-LQ-(MV),Croda Europe Ltd,100% Derived natural,Polyglyceryl-3 Diisostearate,approved,21/12/2026
SOLAVEIL MZ3-300-LQ-(MV),Croda Europe Ltd,37% Derived natural 63% Nature-identical,"Zinc Oxide, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid",approved,21/12/2026
SYNCROWAX HRC-PA-(RB),Croda Europe Ltd,100% Derived natural,Tribehenin,approved,21/12/2026
Canokos CBD,Hanfama Pflanzen Produktions GmbH,100% Natural,Cannabidiol,approved,22/12/2024
Hammonia Wax SFW,Hammonia Oleochemicals GmbH,100% Natural,Helianthus Annuus Seed Cera,approved,30/12/2026
CARDAMOM OIL (INDIA) (100-0235),Claus Nitsche & Sohn GmbH,100% Natural,ELETTARIA CARDAMOMUM SEED OIL,approved,09/01/2027
BAY OIL CRUDE (100-0605),Claus Nitsche & Sohn GmbH,100% Natural,PIMENTA RACEMOSA LEAF/FRUIT OIL,approved,09/01/2027
LEMONGRAS OIL CRUDE (INDIA) (100-0895),Claus Nitsche & Sohn GmbH,100% Natural,CYMBOPOGON FLEXUOSUS HERB OIL,approved,09/01/2027
LEMONGRAS OIL FILTRATED (INDIA) (100-0897),Claus Nitsche & Sohn GmbH,100% Natural,CYMBOPOGON FLEXUOSUS HERB OIL,approved,09/01/2027
LITSEA CUBEBA OIL FILTRATED (100-0910),Claus Nitsche & Sohn GmbH,100% Natural,LITSEA CUBEBA FRUIT OIL,approved,09/01/2027
MANUKA OIL (100-1015),Claus Nitsche & Sohn GmbH,100% Natural,LEPTOSPERMUM SCOPARIUM BRANCH/LEAF OIL,approved,09/01/2027
LAVANDIN OIL GROSSO (100-1255),Claus Nitsche & Sohn GmbH,100% Natural,LAVANDULA HYBRIDA GROSSO HERB OIL,approved,09/01/2027
DAVANA OIL EXTRA (100-1472),Claus Nitsche & Sohn GmbH,100% Natural,ARTEMISIA PALLENS HERB OIL,approved,09/01/2027
ORANGE OIL CP (BRAZIL) (100-2080),Claus Nitsche & Sohn GmbH,100% Natural,CITRUS SINENSIS PEEL OIL EXPRESSED,approved,09/01/2027
CARDAMOM OIL (GUATEMALA) (100-22411),Claus Nitsche & Sohn GmbH,100% Natural,ELETTARIA CARDAMOMUM SEED OIL,approved,09/01/2027
GRAPEFRUIT OIL PINK (100-25302),Claus Nitsche & Sohn GmbH,100% Natural,CITRUS PARADISI M. PEEL OIL EXPRESSED,approved,09/01/2027
YUZU OIL (JAPAN) (100-28232),Claus Nitsche & Sohn GmbH,100% Natural,CITRUS JUNOS FRUIT OIL,approved,09/01/2027
BLOOD ORANGE OIL (100-28252),Claus Nitsche & Sohn GmbH,100% Natural,CITRUS AURANTIUM DULCIS PEEL EXTRACT,approved,09/01/2027
MINT OIL RECT. 2 FOLD (103-4219),Claus Nitsche & Sohn GmbH,100% Natural,MENTHA ARVENSIS HERB OIL,approved,09/01/2027
TEA TREE OIL EXTRA PH. EUR. (AUSTRALIA) (103-05572),Claus Nitsche & Sohn GmbH,100% Natural,MELALEUCA ALTERNIFOLIA LEAF OIL,approved,09/01/2027
Opal PC-NC-SG,Stephenson Group Ltd,0.6% Natural 87.4% Derived natural 12% Water,"Sodium Palmate, Sodium Cocoate, Glycerin, Sodium Citrate, Aqua",approved,09/01/2027
SEPIBLISS FEEL,Seppic SA,100% Natural,Coriandrum Sativum (Coriander) Seed Oil,approved,11/01/2025
ANTI PERSPIRANT NATURAL COMPLEX (600048),GREENTECH SA,1.25% Natural 49.475% Derived natural 49.275% Water,"Propanediol, Aqua, Equisetum Arvense Extract, Salvia Officinalis Oil",approved,11/01/2027
Econa® N-1010D Dark Night,DKSH GmbH,33% Natural 67% Nature-identical,"Mica, Charcoal Powder",approved,11/01/2027
NATURAL SPORT 447066,DKSH GmbH,3% Natural 97% Nature-identical,"Mica, Titanium Dioxide, Tin Oxide, Cathamus Tinctorius (Safflower) Flower Extract",approved,11/01/2027
Econa® N-5441S Sappan Red,DKSH GmbH,3% Natural 97% Nature-identical,"Mica, Tin Oxide, Titanium Dioxide, Caesalpinia Sappan Bark Extract",approved,11/01/2027
Econa® N-5881S Indigo Blue,DKSH GmbH,13% Natural 87% Nature-identical,"Mica, Tin Oxide, Titanium Dioxide, Indigofera Tinctoria Leaf Extract",approved,11/01/2027
Ostreashell® Exfoliant,DKSH GmbH,100% Natural,Ostrea Shell Powder,approved,11/01/2025
Ostreashell® Ultrafin,DKSH GmbH,100% Natural,Ostrea Shell Powder,approved,11/01/2025
Buah Merah Oil,DKSH GmbH,100% Natural,Pandanus Conoideus Fruit Oil,approved,11/01/2025
GinsenoLite™ -G,DKSH GmbH,2% Natural 85% Derived natural 13% Water,"Glycerin, Water, Panax Ginseng Root Extract",approved,11/01/2025
Lactobionic Acid,DKSH GmbH,100% Natural,Lactobionic Acid,approved,11/01/2027
Derma-Clera (ECO),DKSH GmbH,0.5% Natural 50% Derived natural 49.5% Water,"Butylene Glycol, Water, Cynanchum Atratum Extract",approved,11/01/2027
Wheat Protein,DKSH GmbH,100% Derived natural,"Hydrolyzed Wheat Protein, Glycerin",approved,11/01/2025
Halocare,DKSH GmbH,10% Natural 90% Derived natural,"Glycerin, Glycosaminoglycans",approved,11/01/2027
Halorubin,DKSH GmbH,4% Natural 96% Derived natural,"Glycerin, Xanthophylls",approved,11/01/2027
Retinal O5,DKSH GmbH,5% Natural 95% Derived natural,"Glycerin, Retinal, Xanthophylls",approved,11/01/2027
Retinaturel,DKSH GmbH,5% Natural 95% Derived natural,"Glycerin, Retinal",approved,11/01/2027
Estycare 9868,DKSH GmbH,100% Derived natural,"Glyceryl Citrate/Lactate/Linoleate/Oleate, Glycerin",approved,11/01/2025
Majime Bio Kiwi,DKSH GmbH,100% Natural,"Actinidia chinensis (KIWI) Fruit Water, Lactobacillus Ferment",approved,11/01/2027
Majime Bio Apple-Matcha,DKSH GmbH,100% Natural,"Pyrus malus (apple) Fruit Water, Camellia sinensis (green tea) Leaf Water, Lactobacillus Ferment",approved,11/01/2027
Majime Bio Cocos,DKSH GmbH,100% Natural,"Cocos nucifera (coconut) extract, Lactobacillus Ferment",approved,11/01/2027
Majime Bio Cranberry,DKSH GmbH,100% Natural,"Vaccinium macrocarpon (cranberry) Fruit Extract, Lactobacillus Ferment",approved,11/01/2027
Majime Bio Green Tea-Ginger,DKSH GmbH,100% Natural,"Camellia sinensis (green tea) Leaf Water, Zingiber officinale (ginger) extract, Lactobacillus Ferment",approved,11/01/2027
GRAVITYL,Givaudan France SAS,1% Natural 24% Derived natural 75% Water,Water (and) Propanediol (and) Gigartina Stellata Extract,approved,18/01/2027
CRANBERRY OIL REFINED,Givaudan France SAS,100% Natural,Vaccinium Macrocarpon Seed oil,approved,18/01/2027
MORINGA OIL REFINED,Givaudan France SAS,100% Natural,Moringa Oleifera Seed Oil,approved,18/01/2027
RUTIN 95%,Givaudan France SAS,100% Natural,Rutin,approved,18/01/2027
SYNCHRONIGHT,Givaudan France SAS,32.05% Natural 41.95% Derived natural 26% Water,Glycerin (and) Betaine (and) Water (and) Gardenia Jasminoides Fruit Extract (and) Maltodextrin,approved,18/01/2027
NEW PURPLE 2364,Givaudan France SAS,70% Natural 30% Derived natural,MONTMORILLONITE (and) MALTODEXTRIN (and) ANTHOCYANINS (and) CITRIC ACID,approved,18/01/2027
MANGIXYL,Givaudan France SAS,1% Natural 75% Derived natural 24% Water,Water (and) Propanediol (and) Mangifera Indica (Mango) Leaf Extract,approved,18/01/2027
Bioferm Dragon Blood Oil,DKSH GmbH,100% Natural,"Daemonorops Draco Extract, Saccharomyces Ferment Filtrate",approved,23/01/2027
Bioferm Pine Seed Oil,DKSH GmbH,100% Natural,Saccharomyces/Pinus Koraiensis Seed Oil Ferment Filtrate,approved,23/01/2027
Black cumin oil cold pressed refined,OPW Ingredients GmbH,100% Natural,Nigella sativa seed oil,approved,23/01/2027
Rapeseedoil refined conventional,OPW Ingredients GmbH,100% Natural,Brassica napus seed oil,approved,23/01/2027
103227 SymMollient® S green,Symrise AG,100% Derived natural,Cetearyl Nonanoate,approved,25/01/2025
Achillea millefolium CO2 total extract,Esencial,100% Natural,Achillea millefolium flower extract,approved,25/01/2027
Cistus incanus CO2 Total Extract,Esencial,100% Natural,Cistus incanus flower/leaf/stem extract,approved,25/01/2027
Citrus aurantium CO2 total extract,Esencial,100% Natural,Citrus aurantium flower extract,approved,25/01/2027
Echinacea purpurea CO2 Total Extract,Esencial,100% Natural,Echinacea purpurea extract,approved,25/01/2027
Hypericum perforatum CO2 total extract,Esencial,100% Natural,Hypericum perforatum flower extract,approved,25/01/2027
Malva sylvestris CO2 total extract,Esencial,100% Natural,Malva sylvestris flower extract,approved,25/01/2027
Matricaria chamomilla CO2 total extract,Esencial,100% Natural,Matricaria chamomilla flower extract,approved,25/01/2027
Melissa officinalis CO2 total extract,Esencial,100% Natural,Melissa officinalis leaf extract,approved,25/01/2027
Ocimum gratissimum CO2 total extract,Esencial,100% Natural,Ocimum gratissimum leaf extract,approved,25/01/2027
Mentha piperita CO2 Total Extract,Esencial,100% Natural,Mentha piperita leaf extract,approved,25/01/2027
Origanum heracleoticum CO2 Total Extract,Esencial,100% Natural,Origanum heracleoticum leaf extract,approved,25/01/2027
Robinia pseudoacacia CO2 total extract,Esencial,100% Natural,Robinia pseudoacacia flower extract,approved,25/01/2027
Rosa canina CO2 total extract,Esencial,100% Natural,Rosa canina fruit extract,approved,25/01/2027
Salvia rosmarinus CO2 Total Extract,Esencial,100% Natural,Salvia rosmarinus leaf extract,approved,25/01/2027
Salvia officinalis CO2 total extract,Esencial,100% Natural,Salvia officinalis leaf extract,approved,25/01/2027
Sambucus nigra fl CO2 total extract,Esencial,100% Natural,Sambucus nigra flower extract,approved,25/01/2027
Spartium junceum CO2 total extract,Esencial,100% Natural,Spartium junceum flower extract,approved,25/01/2027
Laurus nobilis CO2 Total Extract,Esencial,100% Natural,Laurus nobilis leaf Extract,approved,25/01/2027
Capsicum annuum CO2 Total Extract,Esencial,100% Natural,Capsicum annuum fruit Extract,approved,25/01/2027
Lavandula officinalis CO2 Total Extract,Esencial,100% Natural,Lavandula officinalis flower Extract,approved,25/01/2027
Calendula officinalis CO2 Total Extract,Esencial,100% Natural,Calendula officinalis flower Extract,approved,25/01/2027
Rosa damascena CO2 total extract,Esencial,100% Natural,Rosa damascena flower extract,approved,25/01/2027
Vitex agnus castus CO2 Total Extract,Esencial,100% Natural,Vitex agnus castus fruit Extract,approved,25/01/2027
Origanum vulgaris CO2 Total Extract,Esencial,100% Natural,Origanum vulgaris leaf Extract,approved,25/01/2027
"GAMMA ORYZANOL , 81345",Henry Lamotte Oils GmbH,100% Derived natural,Oryzanol,approved,26/01/2027
UV CUT ZNO-65-CC,Grant Industries Inc.,34.5% Derived natural 65.5% Nature-identical,"Zinc Oxide, Coco-Caprylate/Caprate, Polyhydroxystearic Acid",approved,27/01/2025
UV CUT ZNO-65-SU,Grant Industries Inc.,34.5% Derived natural 65.5% Nature-identical,"Zinc Oxide, C13-C15 Alkane, Polyhydroxystearic Acid",approved,27/01/2025
UV CUT ZNO-68-CG,Grant Industries Inc.,32% Derived natural 68% Nature-identical,"Zinc Oxide, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid",approved,27/01/2025
"Nat. Toothpaste Flavour, Type Fresh Herbs I P0129227",Frey + Lau GmbH,100% Natural,Parfum,approved,29/01/2027
"Nat. Flavour, Type Peach P0129780",Frey + Lau GmbH,"11,4% Natural 88,6% Derived natural","Parfum, Triethyl Citrate",approved,29/01/2027
"Nat. Toothpaste Flavour, Type Herbs P0130049",Frey + Lau GmbH,100% Natural,Parfum,approved,29/01/2027
Nat. Perfume Compound Citrus P0250289,Frey + Lau GmbH,100% Natural,Parfum,approved,29/01/2027
Nat. Perfume Compound Almond Honey Cream P0252055,Frey + Lau GmbH,100% Natural,Parfum,approved,29/01/2027
Nat. Perfume Compound Green Aloe Vera P0252061,Frey + Lau GmbH,100% Natural,Parfum,approved,29/01/2027
Nat. Perfume Compound Sweet Angel P0252219,Frey + Lau GmbH,100% Natural,Parfum,approved,29/01/2027
Nat. Perfume Compound Verveine / Lime P0252285,Frey + Lau GmbH,100% Natural,Parfum,approved,29/01/2027
Nat. Perfume Compound Calendula-Lavendula P0252306,Frey + Lau GmbH,100% Natural,Parfum,approved,29/01/2027
Nat. Perfume Compound Green Aloe Vera II P0252428,Frey + Lau GmbH,100% Natural,Parfum,approved,29/01/2027
MENTHOL S0401789,Frey + Lau GmbH,100% Natural,Menthol,approved,29/01/2027
Lemon Oil S0402085,Frey + Lau GmbH,100% Natural,Citrus Limon Peel Oil,approved,29/01/2027
HI-CLERA (N),DKSH GmbH,0.5% Natural 40% Derived natural 59.5% Water,"Water, Butylene Glycol, Vincetoxicum Atratum Root Extract",approved,30/01/2027
Opal CO-NC,Stephenson Group Ltd,1.1% Natural 85.9% Derived natural 13% Water,"Sodium Cocoate, Aqua, Glycerin, Coconut Acid, Sodium Citrate, Sodium Chloride",approved,30/01/2027
KahlWax 6692 Rose,Kahl GmbH & Co. KG,100% Natural,Rosa Damascena Flower Cera,approved,30/01/2027
Botanical Granatapfel A 0487621,Bell Flavors & Fragrances GmbH,30% Natural 70% Water,"Aqua, Alcohol, Punica Granatum Fruit Extract",approved,30/01/2027
ALGAKTIV® Collage,Algaktiv,20% Natural 80% Derived natural,"Glycerin, Haematococcus Pluvialis Extract , Propanediol",approved,30/01/2027
Brewer's Barley CO2-to extract Type No. 006.001,FLAVEX Naturextrakte GmbH,100% Natural,"Hordeum Vulgare Seed Extract, Tocopherol",approved,30/01/2027
"Nat. Toothpaste Flavour, Type Red Berries P0130033",Frey + Lau GmbH,7% Natural 93% Derived natural,"Caprylic/Capric Triglyceride, Parfum",approved,29/01/2027
Cosphaderm® Heptiol natural,Cosphatec GmbH,100% Derived natural,"1,2-Heptanediol",approved,30/01/2027
Cosphaderm® Octiol natural RSPO MB,Cosphatec GmbH,100% Derived natural,Caprylyl Glycol,approved,30/01/2027
PARYOL TMC 810T RSPO MB,A&A f.lli Parodi spa,100% Derived natural,Caprilyc/Capric Triglyceride,approved,01/02/2025
EPERULINE PW LS 9627,BASF Beauty Care Solutions,10% Natural 90% Derived natural,"Maltodextrin, Eperua Falcata Bark Extract",approved,02/02/2027
UVAXINE,Givaudan France SAS,1% Natural 49% Derived natural 50% Water,"Water, Glycerin, Polydatin Glucoside",approved,08/02/2027
Optigel-CL XR,BYK-Chemie GmbH,100% Natural,Bentonite,approved,09/02/2025
Optigel-CL,BYK-Chemie GmbH,100% Natural,Bentonite,approved,09/02/2025
PURABYK-R 5511 XR,BYK-Chemie GmbH,100% Natural,Bentonite,approved,09/02/2025
PURABYK-R 5511,BYK-Chemie GmbH,100% Natural,Bentonite,approved,09/02/2025
Hammonia Gum F4,Hammonia Oleochemicals GmbH,100% Natural,Xanthan Gum,approved,10/02/2027
Hammonia Gum F8,Hammonia Oleochemicals GmbH,100% Natural,Xanthan Gum,approved,10/02/2027
Hammonia Gum FG,Hammonia Oleochemicals GmbH,100% Natural,Xanthan Gum,approved,10/02/2027
Hammonia Gum FGT,Hammonia Oleochemicals GmbH,100% Natural,Xanthan Gum,approved,10/02/2027
Hammonia Gum FT,Hammonia Oleochemicals GmbH,100% Natural,Xanthan Gum,approved,10/02/2027
Hammonia Gum FC8,Hammonia Oleochemicals GmbH,100% Natural,Xanthan Gum,approved,10/02/2027
SUNZnO-SA,Sunjin Beauty Science Co. Ltd.,5% Derived natural 95% Nature-identical,"Zinc Oxide, Stearic Acid",approved,13/02/2027
SUNSIL-Tin50,Sunjin Beauty Science Co. Ltd.,100% Nature-identical,"Silica, Titanium Dioxide",approved,13/02/2027
SUNSIL-OLEO150H,Sunjin Beauty Science Co. Ltd.,21% Derived natural 79% Nature-identical,"Silica, Cetyl Alcohol",approved,13/02/2027
SUNSIL-OLEO130,Sunjin Beauty Science Co. Ltd.,20% Derived natural 80% Nature-identical,"Silica, Cetyl Alcohol",approved,13/02/2027
SUNSIL-150H,Sunjin Beauty Science Co. Ltd.,100% Nature-identical,Silica,approved,13/02/2027
SUNSIL-130L,Sunjin Beauty Science Co. Ltd.,100% Nature-identical,Silica,approved,13/02/2027
SUNSIL-130H,Sunjin Beauty Science Co. Ltd.,100% Nature-identical,Silica,approved,13/02/2027
SUNSIL-130,Sunjin Beauty Science Co. Ltd.,100% Nature-identical,Silica,approved,13/02/2027
SUNSIL-20,Sunjin Beauty Science Co. Ltd.,100% Nature-identical,Silica,approved,13/02/2027
SH219,Sunjin Beauty Science Co. Ltd.,100% Nature-identical,"Silica, Titanium Dioxide",approved,13/02/2027
COREX BEETROOT RED POWDER,Corichem AG,100% Natural,Beta Vulgaris Root Powder,approved,14/02/2027
COREX BLACK CARROT RED POWDER,Corichem AG,100% Natural,Daucus Carota Sativa Root Extract,approved,14/02/2027
COREX CARTHAMUS YELLOW POWDER,Corichem AG,100% Natural,Carthamus Tinctorius Flower Powder,approved,14/02/2027
COREX GARDENIA BLUE POWDER,Corichem AG,100% Natural,Gardenia Jasminoides Fruit Extract,approved,14/02/2027
COREX GARDENIA YELLOW POWDER,Corichem AG,100% Natural,Gardenia Jasminoides Fruit Extract,approved,14/02/2027
COREX PHYCOCYANIN POWDER,Corichem AG,100% Natural,Spirulina Platensis Powder,approved,14/02/2027
COREX PURPLE SWEET POTATO POWDER,Corichem AG,100% Natural,Ipomoea Batatas Tuber Extract,approved,14/02/2027
COREX RADISH RED POWDER,Corichem AG,100% Natural,Raphanus Sativus Root Extract,approved,14/02/2027
COREX SODIUM COPPER CHLOROPHYLLIN,Corichem AG,100% Derived natural,CI 75810,approved,14/02/2027
GLB Butcher's Broom Extract WE,Corichem AG,60% Natural 40% Water,"Alcohol, Aqua, Ruscus Aculeatus Root Extract",approved,14/02/2027
Lemongrass PhytPeel 500T,Corichem AG,100% Natural,Cymbopogon Citratus Leaf Powder,approved,14/02/2027
HAIRVIVINE®-PRO,Rahn AG,"1,6% Natural 50% Derived natural 48,4% Water","Propanediol, Aqua, Cucurbita Pepo Seed Extract, Citric Acid",approved,14/02/2025
PERFELINE®-FIT,Rahn AG,3% Natural 72% Derived natural 25% Water,"Propanediol, Aqua, Helichrysum Angustifolium Flower Extract, Citric Acid",approved,14/02/2025
ECTOinOIL,bitop AG,10% Natural 50% Derived natural 40% Water,"Aqua, Caprylyl/Capryl Glucoside, Propanediol, Ectoin",approved,15/02/2027
PELEMOL PHS-8,"Phoenix Chemical, Inc",100% Derived natural,Polyhydroxystearic Acid,approved,15/02/2027
Cetiol iSan,BASF Personal Care and Nutrition GmbH,0.03% Natural 99.97% Derived natural,"Tridecane, Tocopherol, Helianthus Annuus Seed Oil",approved,15/02/2027
Cetiol SoftFeel,BASF Personal Care and Nutrition GmbH,100% Derived natural,C12-18 Alkanoyl Glycerin/Sebacic Acid Copolymer,approved,15/02/2027
TiMOOD™,Mibelle AG Biochemistry,5% Natural 49.5% Derived natural 45.5% Water,"Zanthoxylum Alatum Fruit Extract, Glycerin, Pentylene Glycol, Water",approved,20/02/2025
AYUREDI,LABORATOIRES EXPANSCIENCE,2% Natural 60% Derived natural 38% Water,"Propanediol, Aqua, Ocimum Sanctum Leaf Extract",approved,21/02/2027
HIEROGALINE,LABORATOIRES EXPANSCIENCE,100% Natural,"Sesamum Indicum Oil Unsaponifiables, Triticum Vulgare Seed Oil Unsaponifiables",approved,21/02/2027
MACALINE,LABORATOIRES EXPANSCIENCE,2.5% Natural 80% Derived natural 17.5% Water,"Propanediol, Aqua, Lepidium Meyenii Extract",approved,21/02/2027
NUMBER 6,LABORATOIRES EXPANSCIENCE,2.5% Natural 60% Derived natural 37.5% Water,"Propanediol, Aqua, Persea Gratissima Fruit Extract",approved,21/02/2027
ORMESIA,LABORATOIRES EXPANSCIENCE,2% Natural 70% Derived natural 28% Water,"Propanediol, Aqua, Passiflora Edulis Fruit Extract",approved,21/02/2027
PIXALIA,LABORATOIRES EXPANSCIENCE,2.5% Natural 60% Derived natural 37.5% Water,"Propanediol, Aqua, Cleome Gynandra Leaf Extract",approved,21/02/2027
STIMU-TEX® AS (5017542),Pentapharm AG,100% Natural (20% Organic),"Butyrospermum Parkii Butter, Argania Spinosa Kernel Oil, Spent Grain Wax, Tocopherol",certified,22/02/2025
Kpangnan Butter - für kosmetische Zwecke,All Organic Treasures GmbH,100% Natural,Pentadesma Butyracea Seed Butter,approved,22/02/2027
"Olivenöl, rein unverseifbarer Anteil (Squalen) - für kosmetische Zwecke",All Organic Treasures GmbH,100% Natural,Squalene,approved,22/02/2027
Weizenkeimöl kaltgepresst,All Organic Treasures GmbH,100% Natural,Triticum Vulgare Germ Oil,approved,22/02/2027
Erythrulose,Kraeber & Co GmbH,76% Derived natural 24% Water,"Erythrulose, Water",approved,24/02/2027
438660 Actipone® Melissa Juice (Organic) GW,Symrise AG,20.6% Natural 78.7% Derived natural 0.7% Nature-identical,"Glycerin, Melissa officinalis Flower/Leaf/Stem Juice, Water",approved,24/02/2025
Golden Jojoba Oil,Jojoba Valley,100% Natural,Simmondsia Chinensis (Jojoba) Seed Oil,approved,27/02/2027
Organic Golden Jojoba Oil,Jojoba Valley,100% Natural (100% Organic),Simmondsia Chinensis (Jojoba) Seed Oil,approved,27/02/2027
Colorless Jojoba Oil,Jojoba Valley,100% Natural,Simmondsia Chinensis (Jojoba) Seed Oil,approved,27/02/2027
Organic Colorless Jojoba Oil,Jojoba Valley,100% Natural (100% Organic),Simmondsia Chinensis (Jojoba) Seed Oil,approved,27/02/2027
SP CRODAMOL CP MBAL-PA-(SG),Croda Europe Ltd,100% Derived natural,Cetyl Palmitate,approved,28/02/2027
Evicare aquatex 80E,evident ingredients GmbH,100% Natural,Xanthan Gum,approved,02/03/2027
Evicare emolight,evident ingredients GmbH,100% Derived natural,Isoamyl Laurate,approved,02/03/2027
Evicare hyaluron L,evident ingredients GmbH,100% Natural,Sodium Hyaluronate,approved,02/03/2027
Evicare hyaluron S,evident ingredients GmbH,100% Natural,Sodium Hyaluronate,approved,02/03/2027
Evicare hyaluron XL,evident ingredients GmbH,100% Natural,Sodium Hyaluronate,approved,02/03/2027
Durosoft PG10-O,Stephenson Group Ltd,100% Derived natural,Polyglyceryl-10 Oleate,approved,06/03/2027
Durosoft PG10-CY MB,Stephenson Group Ltd,100% Derived natural,Polyglyceryl-10 Caprylate,approved,06/03/2027
